ref_value,item_id,stat_property,stat_value,author_type,publisher_type,publisher_verification,authoritative,predicted_authoritative
http://chibi.ubc.ca/Gemma/phenotypes.html?phenotypeUrlId=DOID_8736&geneId=288658,Q18041288,P2293,Q12214,0,Academic institution,,0,1
http://chibi.ubc.ca/Gemma/phenotypes.html?phenotypeUrlId=DOID_10652&geneId=288658,Q18041288,P2293,Q11081,0,Academic institution,,0,1
http://www.genome.gov/gwastudies/index.cfm?gene=CELSR2,Q17916070,P2293,Q389735,0,Government agencies,,0,1
http://www.genome.gov/gwastudies/index.cfm?gene=MEF2D,Q18029011,P2293,Q133823,0,Government agencies,,0,1
http://www.cdc.gov/niosh-rtecs/AL757E20.html,Q408047,P2300,+105,Organisation,Government agencies,,0,1
http://chibi.ubc.ca/Gemma/phenotypes.html?phenotypeUrlId=DOID_1875&geneId=282379,Q184674,P2293,Q18040616,0,Academic institution,,0,1
http://chibi.ubc.ca/Gemma/phenotypes.html?phenotypeUrlId=DOID_9970&geneId=234040,Q18036609,P2293,Q12174,0,Academic institution,,0,1
http://www.genome.gov/gwastudies/index.cfm?gene=ZMAT3,Q202387,P2293,Q18045650,0,Government agencies,,0,1
http://chibi.ubc.ca/Gemma/phenotypes.html?phenotypeUrlId=DOID_11782&geneId=247897,Q177895,P2293,Q18037704,0,Academic institution,,0,1
http://chibi.ubc.ca/Gemma/phenotypes.html?phenotypeUrlId=DOID_557&geneId=317653,Q18044270,P2293,Q1054718,0,Academic institution,,0,1
http://www.genome.gov/gwastudies/index.cfm?gene=PTPN2,Q18030926,P2293,Q11088,0,Government agencies,,0,1
http://www.genome.gov/gwastudies/index.cfm?gene=PTPN2,Q18030926,P2293,Q1472,0,Government agencies,,0,1
http://www.genome.gov/gwastudies/index.cfm?gene=TSLP,Q272436,P2293,Q18048067,0,Government agencies,,0,1
http://www.genome.gov/gwastudies/index.cfm?gene=PLCL2,Q18037015,P2293,Q8277,0,Government agencies,,0,1
http://chibi.ubc.ca/Gemma/phenotypes.html?phenotypeUrlId=DOID_5844&geneId=238812,Q18037015,P2293,Q12152,0,Academic institution,,0,1
http://www.genome.gov/gwastudies/index.cfm?gene=GPN1,Q18036470,P2293,Q520127,0,Government agencies,,0,1
http://chibi.ubc.ca/Gemma/phenotypes.html?phenotypeUrlId=DOID_1037&geneId=158321,Q14881694,P2293,Q18553852,0,Academic institution,,0,1
http://www.genome.gov/gwastudies/index.cfm?gene=ZFPM2,Q18037162,P2293,Q844935,0,Government agencies,,0,1
http://chibi.ubc.ca/Gemma/phenotypes.html?phenotypeUrlId=DOID_8736&geneId=326276,Q12214,P2293,Q18045649,0,Academic institution,,0,1
http://chibi.ubc.ca/Gemma/phenotypes.html?phenotypeUrlId=DOID_8736&geneId=442194,Q12214,P2293,Q18058371,0,Academic institution,,0,1
http://chibi.ubc.ca/Gemma/phenotypes.html?phenotypeUrlId=DOID_8736&geneId=375473,Q12214,P2293,Q18049058,0,Academic institution,,0,1
http://www.genome.gov/gwastudies/index.cfm?gene=MTHFD2L,Q12214,P2293,Q18058473,0,Government agencies,,0,1
http://www.genome.gov/gwastudies/index.cfm?gene=PRKAR2B,Q504775,P2293,Q18030770,0,Government agencies,,0,1
http://www.genome.gov/gwastudies/index.cfm?gene=RYR3,Q18031342,P2293,Q18556697,0,Government agencies,,0,1
http://chibi.ubc.ca/Gemma/phenotypes.html?phenotypeUrlId=DOID_1936&geneId=145445,Q18031342,P2293,Q12252367,0,Academic institution,,0,1
http://www.genome.gov/gwastudies/index.cfm?gene=CMIP,Q3025883,P2293,Q18046802,0,Government agencies,,0,1
http://www.genome.gov/gwastudies/index.cfm?gene=POLD3,Q18035617,P2293,Q188874,0,Government agencies,,0,1
http://www.genome.gov/gwastudies/index.cfm?gene=MST1,Q1472,P2293,Q18029456,0,Government agencies,,0,1
http://chibi.ubc.ca/Gemma/phenotypes.html?phenotypeUrlId=DOID_8778&geneId=205299,Q1472,P2293,Q18034921,0,Academic institution,,0,1
http://chibi.ubc.ca/Gemma/phenotypes.html?phenotypeUrlId=DOID_8778&geneId=75621,Q1472,P2293,Q18027645,0,Academic institution,,0,1
http://www.genome.gov/gwastudies/index.cfm?gene=JAK2,Q1472,P2293,Q14914514,0,Government agencies,,0,1
http://www.genome.gov/gwastudies/index.cfm?gene=ZMIZ1,Q1472,P2293,Q18042957,0,Government agencies,,0,1
http://www.genome.gov/gwastudies/index.cfm?gene=SLC26A4,Q7331102,P2293,Q14907462,0,Government agencies,,0,1
http://www.genome.gov/gwastudies/index.cfm?gene=C15orf32,Q7331102,P2293,Q18051419,0,Government agencies,,0,1
http://chibi.ubc.ca/Gemma/phenotypes.html?phenotypeUrlId=DOID_1574&geneId=219244,Q7331102,P2293,Q18035553,0,Academic institution,,0,1
http://chibi.ubc.ca/Gemma/phenotypes.html?phenotypeUrlId=DOID_7148&geneId=77435,Q18027819,P2293,Q187255,0,Academic institution,,0,1
http://chibi.ubc.ca/Gemma/phenotypes.html?phenotypeUrlId=DOID_986&geneId=77435,Q18027819,P2293,Q5075435,0,Academic institution,,0,1
http://www.genome.gov/gwastudies/index.cfm?gene=CWH43,Q154869,P2293,Q18046607,0,Government agencies,,0,1
http://chibi.ubc.ca/Gemma/phenotypes.html?phenotypeUrlId=DOID_3393&geneId=432385,Q18056462,P2293,Q844935,0,Academic institution,,0,1
http://chibi.ubc.ca/Gemma/phenotypes.html?phenotypeUrlId=DOID_9970&geneId=93699,Q18029402,P2293,Q12174,0,Academic institution,,0,1
http://www.genome.gov/gwastudies/index.cfm?gene=CLPTM1L,Q18556115,P2293,Q18046843,0,Government agencies,,0,1
http://www.cdc.gov/niosh/npg/npgd0055.html,Q21167961,P689,Q430024,Organisation,Government agencies,,0,1
http://chibi.ubc.ca/Gemma/phenotypes.html?phenotypeUrlId=DOID_1024&geneId=188471,Q18033617,P2293,Q36956,0,Academic institution,,0,1
http://www.genome.gov/gwastudies/index.cfm?gene=BCR,Q18292821,P2293,Q12214,0,Government agencies,,0,1
http://chibi.ubc.ca/Gemma/phenotypes.html?phenotypeUrlId=DOID_12361&geneId=376951,Q18049153,P2293,Q16483,0,Academic institution,,0,1
http://chibi.ubc.ca/Gemma/phenotypes.html?phenotypeUrlId=DOID_8689&geneId=408534,Q131749,P2293,Q18053357,0,Academic institution,,0,1
http://chibi.ubc.ca/Gemma/phenotypes.html?phenotypeUrlId=DOID_9970&geneId=371612,Q18048686,P2293,Q12174,0,Academic institution,,0,1
http://chibi.ubc.ca/Gemma/phenotypes.html?phenotypeUrlId=DOID_1037&geneId=136295,Q18553852,P2293,Q18030945,0,Academic institution,,0,1
http://www.genome.gov/gwastudies/index.cfm?gene=PDE4B,Q18553852,P2293,Q18030407,0,Government agencies,,0,1
http://www.genome.gov/gwastudies/index.cfm?gene=TP63,Q18553852,P2293,Q15313986,0,Government agencies,,0,1
http://chibi.ubc.ca/Gemma/phenotypes.html?phenotypeUrlId=DOID_3393&geneId=114095,Q18029821,P2293,Q844935,0,Academic institution,,0,1
http://www.genome.gov/gwastudies/index.cfm?gene=DYNC2H1,Q18046243,P2293,Q12204,0,Government agencies,,0,1
http://www.genome.gov/gwastudies/index.cfm?gene=FTO,Q14912501,P2293,Q2351083,0,Government agencies,,0,1
http://chibi.ubc.ca/Gemma/phenotypes.html?phenotypeUrlId=DOID_526&geneId=38762,Q17915111,P2293,Q18556697,0,Academic institution,,0,1
http://chibi.ubc.ca/Gemma/phenotypes.html?phenotypeUrlId=DOID_2841&geneId=78175,Q14878303,P2293,Q35869,0,Academic institution,,0,1
http://www.genome.gov/gwastudies/index.cfm?gene=RFT1,Q18048572,P2293,Q12214,0,Government agencies,,0,1
http://www.genome.gov/gwastudies/index.cfm?gene=TCF3,Q209369,P2293,Q18031869,0,Government agencies,,0,1
http://chibi.ubc.ca/Gemma/phenotypes.html?phenotypeUrlId=DOID_12995&geneId=171410,Q18032508,P2293,Q596474,0,Academic institution,,0,1
http://chibi.ubc.ca/Gemma/phenotypes.html?phenotypeUrlId=DOID_11782&geneId=123318,Q18030422,P2293,Q177895,0,Academic institution,,0,1
http://www.genome.gov/gwastudies/index.cfm?gene=DOCK3,Q17914050,P2293,Q180614,0,Government agencies,,0,1
http://chibi.ubc.ca/Gemma/phenotypes.html?phenotypeUrlId=DOID_3393&geneId=382338,Q18049580,P2293,Q844935,0,Academic institution,,0,1
http://chibi.ubc.ca/Gemma/phenotypes.html?phenotypeUrlId=DOID_10763&geneId=60978,Q41861,P2293,Q14890978,0,Academic institution,,0,1
http://www.genome.gov/gwastudies/index.cfm?gene=SHISA6,Q18056481,P2293,Q12174,0,Government agencies,,0,1
http://www.genome.gov/gwastudies/index.cfm?gene=PLTP,Q1476525,P2293,Q18030604,0,Government agencies,,0,1
http://www.genome.gov/gwastudies/index.cfm?gene=LDLR,Q1476525,P2293,Q14872724,0,Government agencies,,0,1
http://chibi.ubc.ca/Gemma/phenotypes.html?phenotypeUrlId=DOID_1612&geneId=227016,Q18036114,P2293,Q128581,0,Academic institution,,0,1
http://www.genome.gov/gwastudies/index.cfm?gene=NTNG2,Q1485,P2293,Q18047683,0,Government agencies,,0,1
http://chibi.ubc.ca/Gemma/phenotypes.html?phenotypeUrlId=DOID_9970&geneId=287427,Q18041216,P2293,Q12174,0,Academic institution,,0,1
http://www.genome.gov/gwastudies/index.cfm?gene=SMG6,Q18556059,P2293,Q18037068,0,Government agencies,,0,1
http://chibi.ubc.ca/Gemma/phenotypes.html?phenotypeUrlId=DOID_9970&geneId=36680,Q17914024,P2293,Q12174,0,Academic institution,,0,1
http://www.genome.gov/gwastudies/index.cfm?gene=ETS1,Q17917642,P2293,Q1485,0,Government agencies,,0,1
http://www.genome.gov/gwastudies/index.cfm?gene=LEF1,Q18040068,P2293,Q1485,0,Government agencies,,0,1
http://chibi.ubc.ca/Gemma/phenotypes.html?phenotypeUrlId=DOID_10941&geneId=5527,Q14911781,P2293,Q1198391,0,Academic institution,,0,1
http://chibi.ubc.ca/Gemma/phenotypes.html?phenotypeUrlId=DOID_10283&geneId=31633,Q17911327,P2293,Q181257,0,Academic institution,,0,1
http://chibi.ubc.ca/Gemma/phenotypes.html?phenotypeUrlId=DOID_684&geneId=57257,Q18026498,P2293,Q1148337,0,Academic institution,,0,1
http://chibi.ubc.ca/Gemma/phenotypes.html?phenotypeUrlId=DOID_10652&geneId=411126,Q18053558,P2293,Q11081,0,Academic institution,,0,1
http://chibi.ubc.ca/Gemma/phenotypes.html?phenotypeUrlId=DOID_14330&geneId=36048,Q17914010,P2293,Q11085,0,Academic institution,,0,1
http://www.genome.gov/gwastudies/index.cfm?gene=MYT1L,Q18036678,P2293,Q181923,0,Government agencies,,0,1
http://www.genome.gov/gwastudies/index.cfm?gene=MDM4,Q128581,P2293,Q18028981,0,Government agencies,,0,1
http://www.genome.gov/gwastudies/index.cfm?gene=SYT6,Q128581,P2293,Q18051831,0,Government agencies,,0,1
http://www.genome.gov/gwastudies/index.cfm?gene=PSORS1C3,Q18063267,P2293,Q18556697,0,Government agencies,,0,1
http://www.genome.gov/gwastudies/index.cfm?gene=PCSK6,Q18030335,P2293,Q132971,0,Government agencies,,0,1
http://www.genome.gov/gwastudies/index.cfm?gene=REEP3,Q18053462,P2293,Q861224,0,Government agencies,,0,1
http://chibi.ubc.ca/Gemma/phenotypes.html?phenotypeUrlId=DOID_7147&geneId=395365,Q18051880,P2293,Q52849,0,Academic institution,,0,1
http://chibi.ubc.ca/Gemma/phenotypes.html?phenotypeUrlId=DOID_9675&geneId=3065,Q188605,P2293,Q17709596,0,Academic institution,,0,1
http://chibi.ubc.ca/Gemma/phenotypes.html?phenotypeUrlId=DOID_2377&geneId=141215,Q14877422,P2293,Q8277,0,Academic institution,,0,1
http://www.genome.gov/gwastudies/index.cfm?gene=MAPK15,Q18053590,P2293,Q12174,0,Government agencies,,0,1
http://chibi.ubc.ca/Gemma/phenotypes.html?phenotypeUrlId=DOID_1024&geneId=205299,Q18034921,P2293,Q36956,0,Academic institution,,0,1
http://chibi.ubc.ca/Gemma/phenotypes.html?phenotypeUrlId=DOID_13223&geneId=236678,Q18036732,P2293,Q556281,0,Academic institution,,0,1
http://chibi.ubc.ca/Gemma/phenotypes.html?phenotypeUrlId=DOID_2377&geneId=250827,Q18037844,P2293,Q8277,0,Academic institution,,0,1
http://chibi.ubc.ca/Gemma/phenotypes.html?phenotypeUrlId=DOID_7148&geneId=410773,Q18053535,P2293,Q187255,0,Academic institution,,0,1
http://chibi.ubc.ca/Gemma/phenotypes.html?phenotypeUrlId=DOID_3908&geneId=26707,Q18556113,P2293,Q17907814,0,Academic institution,,0,1
http://chibi.ubc.ca/Gemma/phenotypes.html?phenotypeUrlId=DOID_9970&geneId=378289,Q18049238,P2293,Q12174,0,Academic institution,,0,1
http://www.genome.gov/gwastudies/index.cfm?gene=RBBP6,Q18031056,P2293,Q12174,0,Government agencies,,0,1
http://chibi.ubc.ca/Gemma/phenotypes.html?phenotypeUrlId=DOID_11782&geneId=358057,Q18047602,P2293,Q177895,0,Academic institution,,0,1
http://chibi.ubc.ca/Gemma/phenotypes.html?phenotypeUrlId=DOID_12783&geneId=196100,Q18554376,P2293,Q18034267,0,Academic institution,,0,1
http://www.genome.gov/gwastudies/index.cfm?gene=ARPC2,Q18035035,P2293,Q12174,0,Government agencies,,0,1
http://www.genome.gov/gwastudies/index.cfm?gene=ATXN1,Q14905515,P2293,Q206901,0,Government agencies,,0,1
http://www.genome.gov/gwastudies/index.cfm?gene=DMXL1,Q17913823,P2293,Q11081,0,Government agencies,,0,1
http://www.genome.gov/gwastudies/index.cfm?gene=DPY19L3,Q131755,P2293,Q18051803,0,Government agencies,,0,1
http://chibi.ubc.ca/Gemma/phenotypes.html?phenotypeUrlId=DOID_3312&geneId=276818,Q131755,P2293,Q18040268,0,Academic institution,,0,1
http://chibi.ubc.ca/Gemma/phenotypes.html?phenotypeUrlId=DOID_3908&geneId=240052,Q18037069,P2293,Q18556113,0,Academic institution,,0,1
http://chibi.ubc.ca/Gemma/phenotypes.html?phenotypeUrlId=DOID_9970&geneId=199272,Q4649948,P2293,Q12174,0,Academic institution,,0,1
http://www.genome.gov/gwastudies/index.cfm?gene=CTNNA3,Q18039623,P2293,Q41112,0,Government agencies,,0,1
http://www.genome.gov/gwastudies/index.cfm?gene=GPC5,Q5573603,P2293,Q1126831,0,Government agencies,,0,1
http://chibi.ubc.ca/Gemma/phenotypes.html?phenotypeUrlId=DOID_0014667&geneId=314302,Q18042988,P2293,Q2351083,0,Academic institution,,0,1
http://chibi.ubc.ca/Gemma/phenotypes.html?phenotypeUrlId=DOID_3082&geneId=368475,Q18048449,P2293,Q1153419,0,Academic institution,,0,1
http://chibi.ubc.ca/Gemma/phenotypes.html?phenotypeUrlId=DOID_9352&geneId=129261,Q18030678,P2293,Q3025883,0,Academic institution,,0,1
http://chibi.ubc.ca/Gemma/phenotypes.html?phenotypeUrlId=DOID_9074&geneId=79854,Q14905324,P2293,Q1485,0,Academic institution,,0,1
http://www.genome.gov/gwastudies/index.cfm?gene=GRIA4,Q18026487,P2293,Q470427,0,Government agencies,,0,1
http://chibi.ubc.ca/Gemma/phenotypes.html?phenotypeUrlId=DOID_9970&geneId=434407,Q18056715,P2293,Q12174,0,Academic institution,,0,1
http://www.genome.gov/gwastudies/index.cfm?gene=SHC4,Q373822,P2293,Q18057438,0,Government agencies,,0,1
http://www.genome.gov/gwastudies/index.cfm?gene=CYP2C8,Q14916190,P2293,Q12214,0,Government agencies,,0,1
http://www.genome.gov/gwastudies/index.cfm?gene=TNFAIP3,Q18032042,P2293,Q179945,0,Government agencies,,0,1
http://www.genome.gov/gwastudies/index.cfm?gene=NOTCH4,Q18030185,P2293,Q5340515,0,Government agencies,,0,1
http://chibi.ubc.ca/Gemma/phenotypes.html?phenotypeUrlId=DOID_1876&geneId=401017,Q1137463,P2293,Q18052491,0,Academic institution,,0,1
http://www.genome.gov/gwastudies/index.cfm?gene=MASP1,Q14905312,P2293,Q206901,0,Government agencies,,0,1
http://chibi.ubc.ca/Gemma/phenotypes.html?phenotypeUrlId=DOID_10941&geneId=288278,Q1198391,P2293,Q18041268,0,Academic institution,,0,1
http://www.genome.gov/gwastudies/index.cfm?gene=FAM174B,Q18057524,P2293,Q18556697,0,Government agencies,,0,1
http://www.genome.gov/gwastudies/index.cfm?gene=NTRK3,Q861645,P2293,Q14897880,0,Government agencies,,0,1
http://chibi.ubc.ca/Gemma/phenotypes.html?phenotypeUrlId=DOID_3312&geneId=324169,Q18045544,P2293,Q131755,0,Academic institution,,0,1
http://chibi.ubc.ca/Gemma/phenotypes.html?phenotypeUrlId=DOID_0014667&geneId=692,Q286987,P2293,Q2351083,0,Academic institution,,0,1
http://www.genome.gov/gwastudies/index.cfm?gene=PHACTR2,Q18034642,P2293,Q184674,0,Government agencies,,0,1
http://www.genome.gov/gwastudies/index.cfm?gene=RTKN2,Q18053373,P2293,Q187255,0,Government agencies,,0,1
http://chibi.ubc.ca/Gemma/phenotypes.html?phenotypeUrlId=DOID_8398&geneId=332827,Q62736,P2293,Q14912501,0,Academic institution,,0,1
http://www.genome.gov/gwastudies/index.cfm?gene=CDC42BPB,Q18553447,P2293,Q18034392,0,Government agencies,,0,1
http://www.genome.gov/gwastudies/index.cfm?gene=BCL2,Q1088156,P2293,Q14863436,0,Government agencies,,0,1
http://chibi.ubc.ca/Gemma/phenotypes.html?phenotypeUrlId=DOID_8736&geneId=92966,Q18029227,P2293,Q12214,0,Academic institution,,0,1
http://chibi.ubc.ca/Gemma/phenotypes.html?phenotypeUrlId=DOID_1287&geneId=181943,Q18033174,P2293,Q389735,0,Academic institution,,0,1
http://www.genome.gov/gwastudies/index.cfm?gene=ZFHX3,Q17832572,P2293,Q844935,0,Government agencies,,0,1
http://www.genome.gov/gwastudies/index.cfm?gene=SLC2A9,Q7390842,P2293,Q133087,0,Government agencies,,0,1
http://www.genome.gov/gwastudies/index.cfm?gene=CARD9,Q52849,P2293,Q18045594,0,Government agencies,,0,1
http://chibi.ubc.ca/Gemma/phenotypes.html?phenotypeUrlId=DOID_1287&geneId=311049,Q18042703,P2293,Q389735,0,Academic institution,,0,1
http://www.genome.gov/gwastudies/index.cfm?gene=CSMD1,Q18045682,P2293,Q8277,0,Government agencies,,0,1
http://www.genome.gov/gwastudies/index.cfm?gene=NCEH1,Q18043139,P2293,Q12174,0,Government agencies,,0,1
http://www.genome.gov/gwastudies/index.cfm?gene=GLI2,Q14886491,P2293,Q184674,0,Government agencies,,0,1
http://www.genome.gov/gwastudies/index.cfm?gene=FADS2,Q18034075,P2293,Q2351083,0,Government agencies,,0,1
http://chibi.ubc.ca/Gemma/phenotypes.html?phenotypeUrlId=DOID_2377&geneId=20589,Q14907527,P2293,Q8277,0,Academic institution,,0,1
http://www.genome.gov/gwastudies/index.cfm?gene=CUL9,Q18036733,P2293,Q12174,0,Government agencies,,0,1
http://chibi.ubc.ca/Gemma/phenotypes.html?phenotypeUrlId=DOID_594&geneId=57663,Q741713,P2293,Q18026554,0,Academic institution,,0,1
http://www.genome.gov/gwastudies/index.cfm?gene=TRIM10,Q18556697,P2293,Q18035033,0,Government agencies,,0,1
http://www.cdc.gov/niosh-rtecs/CQ8583B0.html#modalIdString_CDCTable_2,Q407270,P2300,+7,Organisation,Government agencies,,0,1
http://www.cdc.gov/niosh-rtecs/CQ8583B0.html#modalIdString_CDCTable_2,Q407270,P2300,+10,Organisation,Government agencies,,0,1
http://www.cdc.gov/niosh-rtecs/UC7026F0.html#modalIdString_CDCTable_4,Q420473,P2300,+20000,Organisation,Government agencies,,0,1
http://chem.sis.nlm.nih.gov/chemidplus/rn/99-83-2,Q19606345,P231,99-83-2,Organisation,Academic institution,,0,1
http://www.cdc.gov/niosh/npg/npgd0369.html,Q23757,P231,1317-65-3,Organisation,Government agencies,,0,1
https://chem.nlm.nih.gov/chemidplus/rn/1317-43-7,Q3874544,P231,1317-43-7,Organisation,Company or organisation,,0,1
"https://pubchem.ncbi.nlm.nih.gov/rest/pug/compound/cid/65063/property/InChI,InChIKey,CanonicalSMILES/JSON",Q26998357,P233,C1C(C(OC1N2C=CC(=O)NC2=O)COP(=O)(O)O)O,Page not working,Academic institution,,1,1
"https://pubchem.ncbi.nlm.nih.gov/rest/pug/compound/cid/4708/property/InChI,InChIKey,CanonicalSMILES/JSON",Q26998221,P234,"1S/C17H13BrN4O/c1-2-16(23)21-13-6-7-15-14(9-13)17(20-10-19-15)22-12-5-3-4-11(18)8-12/h2-10H,1H2,(H,21,23)(H,19,20,22)",Page not working,Academic institution,,1,1
"https://pubchem.ncbi.nlm.nih.gov/rest/pug/compound/cid/53481235/property/InChI,InChIKey,CanonicalSMILES/JSON",Q26998365,P31,Q11173,Page not in English,Academic institution,,0,1
"https://pubchem.ncbi.nlm.nih.gov/rest/pug/compound/cid/53481235/property/InChI,InChIKey,CanonicalSMILES/JSON",Q26998365,P31,Q11173,Page not in English,Academic institution,,0,1
http://www.speedskatingbase.eu/?section=skaters&subsection=skater&skaterid=508,Q14947754,P2350,508,Individual,Self-published sources,,1,1
http://www.speedskatingbase.eu/?section=skaters&subsection=skater&skaterid=26864,Q166954,P2350,26864,Organisation,Self-published sources,,1,1
http://www.speedskatingbase.eu/?section=skaters&subsection=skater&skaterid=11081,Q18069648,P2350,11081,Individual,Self-published sources,,1,1
http://www.speedskatingbase.eu/?section=skaters&subsection=skater&skaterid=21313,Q3932649,P2350,21313,Individual,Self-published sources,,1,1
http://www.speedskatingbase.eu/?section=skaters&subsection=skater&skaterid=7586,Q11557696,P2350,7586,Individual,Self-published sources,,1,1
http://www.speedskatingbase.eu/?section=skaters&subsection=skater&skaterid=6812,Q8023498,P2350,6812,Individual,Self-published sources,,1,1
http://www.speedskatingbase.eu/?section=skaters&subsection=skater&skaterid=33616,Q1108086,P2350,33616,Individual,Self-published sources,,1,1
http://www.speedskatingbase.eu/?section=skaters&subsection=skater&skaterid=13226,Q13571906,P2350,13226,Individual,Self-published sources,,1,1
http://www.speedskatingbase.eu/?section=skaters&subsection=skater&skaterid=6893,Q458272,P2350,6893,Individual,Self-published sources,,1,1
http://www.speedskatingbase.eu/?section=skaters&subsection=skater&skaterid=25585,Q18069662,P2350,25585,Individual,Self-published sources,,1,1
http://www.livius.org/w/weights/weights2.html,Q414263,P2370,+517.11,Individual,Self-published sources,,1,1
http://planetarynames.wr.usgs.gov/Feature/4662,Q25336951,P2386,+3800,Organisation,Academic institution,,0,1
https://github.com/unitedstates/congress-legislators,Q720521,P2397,UC80PfiCAB2Fe1MFayWlR6GQ,Collective,Company or organisation,,1,1
https://nfdc.faa.gov/nfdcApps/services/airportLookup/airportDisplay.jsp?airportId=27K,Q3274373,P240,27K,Organisation,Government agencies,,0,1
https://nfdc.faa.gov/nfdcApps/services/airportLookup/airportDisplay.jsp?airportId=3O1,Q5621632,P240,3O1,Organisation,Government agencies,,0,1
https://nfdc.faa.gov/nfdcApps/services/airportLookup/airportDisplay.jsp?airportId=N68,Q10853487,P240,N68,Organisation,Government agencies,,0,1
https://nfdc.faa.gov/nfdcApps/services/airportLookup/airportDisplay.jsp?airportId=57S,Q6588280,P240,57S,Organisation,Government agencies,,0,1
https://nfdc.faa.gov/nfdcApps/services/airportLookup/airportDisplay.jsp?airportId=8B1,Q3886910,P240,8B1,Organisation,Government agencies,,0,1
https://nfdc.faa.gov/nfdcApps/services/airportLookup/airportDisplay.jsp?airportId=4J6,Q7590562,P240,4J6,Organisation,Government agencies,,0,1
https://nfdc.faa.gov/nfdcApps/services/airportLookup/airportDisplay.jsp?airportId=06B,Q6697935,P240,06B,Organisation,Government agencies,,0,1
https://nfdc.faa.gov/nfdcApps/services/airportLookup/airportDisplay.jsp?airportId=U52,Q1655540,P240,U52,Organisation,Government agencies,,0,1
https://nfdc.faa.gov/nfdcApps/services/airportLookup/airportDisplay.jsp?airportId=44N,Q7537232,P240,44N,Organisation,Government agencies,,0,1
https://nfdc.faa.gov/nfdcApps/services/airportLookup/airportDisplay.jsp?airportId=6J2,Q14709645,P240,6J2,Organisation,Government agencies,,0,1
https://nfdc.faa.gov/nfdcApps/services/airportLookup/airportDisplay.jsp?airportId=42C,Q7994580,P240,42C,Organisation,Government agencies,,0,1
https://nfdc.faa.gov/nfdcApps/services/airportLookup/airportDisplay.jsp?airportId=49N,Q6699636,P240,49N,Organisation,Government agencies,,0,1
https://nfdc.faa.gov/nfdcApps/services/airportLookup/airportDisplay.jsp?airportId=O79,Q7511718,P240,O79,Organisation,Government agencies,,0,1
https://nfdc.faa.gov/nfdcApps/services/airportLookup/airportDisplay.jsp?airportId=T42,Q10849563,P240,T42,Organisation,Government agencies,,0,1
https://nfdc.faa.gov/nfdcApps/services/airportLookup/airportDisplay.jsp?airportId=T51,Q1707764,P240,T51,Organisation,Government agencies,,0,1
https://nfdc.faa.gov/nfdcApps/services/airportLookup/airportDisplay.jsp?airportId=WA09,Q14713883,P240,WA09,Organisation,Government agencies,,0,1
https://nfdc.faa.gov/nfdcApps/services/airportLookup/airportDisplay.jsp?airportId=B21,Q7635019,P240,B21,Organisation,Government agencies,,0,1
https://nfdc.faa.gov/nfdcApps/services/airportLookup/airportDisplay.jsp?airportId=78FL,Q7227394,P240,78FL,Organisation,Government agencies,,0,1
https://nfdc.faa.gov/nfdcApps/services/airportLookup/airportDisplay.jsp?airportId=E61,Q1657482,P240,E61,Organisation,Government agencies,,0,1
https://nfdc.faa.gov/nfdcApps/services/airportLookup/airportDisplay.jsp?airportId=66S,Q1962658,P240,66S,Organisation,Government agencies,,0,1
https://nfdc.faa.gov/nfdcApps/services/airportLookup/airportDisplay.jsp?airportId=IA27,Q4775163,P240,IA27,Organisation,Government agencies,,0,1
https://nfdc.faa.gov/nfdcApps/services/airportLookup/airportDisplay.jsp?airportId=22OG,Q8028288,P240,22OG,Organisation,Government agencies,,0,1
https://nfdc.faa.gov/nfdcApps/services/airportLookup/airportDisplay.jsp?airportId=N45,Q6424365,P240,N45,Organisation,Government agencies,,0,1
https://nfdc.faa.gov/nfdcApps/services/airportLookup/airportDisplay.jsp?airportId=18T,Q7688510,P240,18T,Organisation,Government agencies,,0,1
https://nfdc.faa.gov/nfdcApps/services/airportLookup/airportDisplay.jsp?airportId=9U0,Q14704785,P240,9U0,Organisation,Government agencies,,0,1
https://nfdc.faa.gov/nfdcApps/services/airportLookup/airportDisplay.jsp?airportId=3A0,Q5611408,P240,3A0,Organisation,Government agencies,,0,1
https://nfdc.faa.gov/nfdcApps/services/airportLookup/airportDisplay.jsp?airportId=2OR1,Q619961,P240,2OR1,Organisation,Government agencies,,0,1
https://nfdc.faa.gov/nfdcApps/services/airportLookup/airportDisplay.jsp?airportId=0E8,Q1657811,P240,0E8,Organisation,Government agencies,,0,1
https://nfdc.faa.gov/nfdcApps/services/airportLookup/airportDisplay.jsp?airportId=H57,Q597879,P240,H57,Organisation,Government agencies,,0,1
https://nfdc.faa.gov/nfdcApps/services/airportLookup/airportDisplay.jsp?airportId=48D,Q3274642,P240,48D,Organisation,Government agencies,,0,1
https://nfdc.faa.gov/nfdcApps/services/airportLookup/airportDisplay.jsp?airportId=49S,Q14704520,P240,49S,Organisation,Government agencies,,0,1
https://nfdc.faa.gov/nfdcApps/services/airportLookup/airportDisplay.jsp?airportId=6MA0,Q6475919,P240,6MA0,Organisation,Government agencies,,0,1
https://nfdc.faa.gov/nfdcApps/services/airportLookup/airportDisplay.jsp?airportId=30M,Q5306800,P240,30M,Organisation,Government agencies,,0,1
https://nfdc.faa.gov/nfdcApps/services/airportLookup/airportDisplay.jsp?airportId=7OR4,Q7195557,P240,7OR4,Organisation,Government agencies,,0,1
